Speech File,Min Pitch,Max Pitch,Mean Pitch,Sd Pitch,Min Intensity,Max Intensity,Mean Intensity,Sd Intensity,Speaking Rate,Jitter,Shimmer,HNR,Mean F1,Mean F2,Mean F3
Happy,97.89037045747374,248.72244839859863,139.2678975046065,41.51084303453726,43.668494735377614,77.12891250320108,69.42471181962784,9.175155703598634,3.495653552461225,0.0158235385009515,0.1522779687617908,8.551615704987586,438.2824222506512,1683.9094086765456,2477.0441817585156
Angry,85.81504125428812,133.63172987585472,118.50805620363867,9.132425417878755,40.63447058997081,73.8627388827497,64.6821872066238,9.325307989882912,2.2223590938105424,0.0125667386357947,0.1003653650305572,5.556034078373725,511.8591574686666,1776.6991442887238,2643.6891793174605
Sad,84.1092848383444,187.77685933443416,138.43985840880873,17.021727919261902,40.02559219955236,79.11792382925235,69.34563932704715,10.82280153399865,2.0324037565416875,0.0114875352654596,0.150173223097818,8.660742349189302,456.1574952234622,1793.191942481927,2603.880580473318
Afraid,105.31944644021988,160.2276733249748,124.34685673298738,13.329519893463726,38.91627508124673,81.13211153446379,69.79209497624716,11.293882291605978,1.739919513927247,0.0133180015258682,0.1277445145873295,8.975463867886567,450.06864621521845,1786.3161399031662,2526.212977882989
Surprised,96.63679965084408,513.5113920444601,175.99590731606196,78.59588655795211,46.861712811565795,80.9540475835284,71.48901451175738,9.194365169776232,2.4612732391571273,0.0254007850227515,0.1654513786898555,5.6359894710972895,427.0278327396124,1809.6971706801914,2618.934153042465
Disgusted,99.8110269161332,559.0177887620031,148.75837395567933,105.75901817546738,40.998954616404355,77.450348415799,67.86312875470821,8.736812810821437,2.0015532335498447,0.01984602534145,0.1317823914390709,7.245856597448063,428.619012336419,1946.5464809875896,2673.7158003484083
Neutral,98.62390516216117,132.99661539309295,111.50974437613772,8.676688677340008,41.10514371373727,77.63359420634612,69.42854368973461,10.119456144743076,2.8986248146822757,0.015036863760743,0.1851624402125249,5.89030892896727,414.8419756948634,1739.6009621345702,2527.733491951198
